text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
Can<U+2019>t wait for this ERA!!!! #taylorswift  #reputation  #makeawish #brazil #fandom #tay #tswift<U+2026> https://t.co/XUgZBAkq7G,FALSE,1,NA,2017/12/18 12:42,FALSE,NA,9.42737E+17,NA,Instagram,BRepties,0,FALSE,FALSE,NA,NA
RT @bgray_gray: Attention #TaylorSwift fans #Swifties !!!  R/T to win a trip to join me in #Miami for #ReputationTour 08/18/18 Includes: Tr<U+2026>,FALSE,0,NA,2017/12/18 12:40,FALSE,NA,9.42736E+17,NA,Twitter for iPhone,karla_bagtas,9,TRUE,FALSE,NA,NA
#TaylorSwift #MileyCyrus #FifthHarmony #LadyGaGa #KylieJenner #KatyPerry  #ArianaGrande #Rihanna #KimKardashian https://t.co/l2wtW4mTH0,FALSE,2,NA,2017/12/18 12:40,FALSE,NA,9.42736E+17,NA,Hootsuite,dreamgirls,1,FALSE,FALSE,NA,NA
Don<U+2019>t pretend is such a mistery think abou the place where you first met me. #taylorswift<U+2026> https://t.co/VMPB0MdLfA,FALSE,1,NA,2017/12/18 12:40,FALSE,NA,9.42736E+17,NA,Instagram,BRepties,0,FALSE,FALSE,NA,NA
"RT @tsnationvietnam: The Making Of A Song - Don't Blame Me
#HappyBirthdayTaylorSwift #TaylorSwift https://t.co/m2AZS13Mlz",FALSE,0,NA,2017/12/18 12:40,FALSE,NA,9.42736E+17,NA,Twitter for iPhone,oIdwaysmila,25,TRUE,FALSE,NA,NA
RT @aska0508: #nowplaying #taylorswift #<U+30C6><U+30A4><U+30E9><U+30FC><U+30B9><U+30A6><U+30A3><U+30D5><U+30C8> https://t.co/hdvxxyTXrm,FALSE,0,NA,2017/12/18 12:39,FALSE,NA,9.42736E+17,NA,xvlog application,xvlOG,1,TRUE,FALSE,NA,NA
"RT @TOKYOFMworld: 12<U+6708>18<U+65E5>SONG LIST
<U+FF2D>3 End Game / #TaylorSwift Feat. #EdSheeran&amp; #Future
M4American Soul/ #U2
M5<U+3074><U+3063><U+305F><U+308A><U+3057><U+305F><U+3044><U+FF38><U+2019><U+FF4D><U+FF41><U+FF53><U+FF01>/ #<U+30D7><U+30C3><U+30C1><U+30E2><U+30CB> #tokyof<U+2026>",FALSE,0,NA,2017/12/18 12:39,FALSE,NA,9.42736E+17,NA,xvlog application,xvlOG,2,TRUE,FALSE,NA,NA
"RT @GomezArish: They are the hunters, we are the foxes
#taylorswift #1989 #iknowplaces #spotify #nature #music https://t.co/BjBI1xq7j2",FALSE,0,NA,2017/12/18 12:39,FALSE,NA,9.42736E+17,NA,xvlog application,xvlOG,1,TRUE,FALSE,NA,NA
RT @paigemurpphyy: A little happiness on my keychain in front of me during this exam #208days #Reputationstadiumtour #philly #taylorswift h<U+2026>,FALSE,0,NA,2017/12/18 12:39,FALSE,NA,9.42736E+17,NA,xvlog application,xvlOG,1,TRUE,FALSE,NA,NA
A little happiness on my keychain in front of me during this exam #208days #Reputationstadiumtour #philly<U+2026> https://t.co/fNOK2KTIsQ,FALSE,1,NA,2017/12/18 12:35,TRUE,NA,9.42735E+17,NA,Twitter for iPhone,paigemurpphyy,1,FALSE,FALSE,NA,NA
"They are the hunters, we are the foxes
#taylorswift #1989 #iknowplaces #spotify #nature #music https://t.co/BjBI1xq7j2",FALSE,3,NA,2017/12/18 12:30,FALSE,NA,9.42734E+17,NA,Instagram,GomezArish,1,FALSE,FALSE,NA,NA
"RT @TOKYOFMworld: 12<U+6708>18<U+65E5>SONG LIST
<U+FF2D>3 End Game / #TaylorSwift Feat. #EdSheeran&amp; #Future
M4American Soul/ #U2
M5<U+3074><U+3063><U+305F><U+308A><U+3057><U+305F><U+3044><U+FF38><U+2019><U+FF4D><U+FF41><U+FF53><U+FF01>/ #<U+30D7><U+30C3><U+30C1><U+30E2><U+30CB> #tokyof<U+2026>",FALSE,0,NA,2017/12/18 12:30,FALSE,NA,9.42734E+17,NA,petitmoni_botv1_1,petitmoni_bot,2,TRUE,FALSE,NA,NA
RT @NMEJAPAN: <U+30C6><U+30A4><U+30E9><U+30FC><U+30FB><U+30B9><U+30A6><U+30A3><U+30D5><U+30C8><U+3001><U+30C6><U+30E9><U+30B9><U+30CF><U+30A6><U+30B9><U+65B0><U+30B7><U+30FC><U+30BA><U+30F3><U+306E><U+30C6><U+30FC><U+30DE><U+66F2><U+306B><U+201C>...Ready for It?<U+201D><U+304C><U+6C7A><U+5B9A> | NME Japan https://t.co/N7Mvioe0h3 #TaylorSwift,FALSE,0,NA,2017/12/18 12:28,FALSE,NA,9.42733E+17,NA,Twitter for iPhone,MIHO55949006,15,TRUE,FALSE,NA,NA
RT @Fox411: Fans blast #TaylorSwift for saying 2017 'couldn't have been better' https://t.co/XlicOxqIm3,FALSE,0,NA,2017/12/18 12:23,FALSE,NA,9.42732E+17,NA,Twitter Web Client,JamieHeath123,2,TRUE,FALSE,NA,NA
"12<U+6708>18<U+65E5>SONG LIST
<U+FF2D>3 End Game / #TaylorSwift Feat. #EdSheeran&amp; #Future
M4American Soul/ #U2
M5<U+3074><U+3063><U+305F><U+308A><U+3057><U+305F><U+3044><U+FF38><U+2019><U+FF4D><U+FF41><U+FF53><U+FF01>/ #<U+30D7><U+30C3><U+30C1><U+30E2><U+30CB> #tokyofm #radiko #tfmworld",FALSE,0,NA,2017/12/18 12:22,FALSE,NA,9.42732E+17,NA,Twitter for iPhone,TOKYOFMworld,2,FALSE,FALSE,NA,NA
#nowplaying #taylorswift #<U+30C6><U+30A4><U+30E9><U+30FC><U+30B9><U+30A6><U+30A3><U+30D5><U+30C8> https://t.co/hdvxxyTXrm,FALSE,0,NA,2017/12/18 12:20,FALSE,NA,9.42731E+17,NA,Instagram,aska0508,1,FALSE,FALSE,NA,NA
RT @celeb17n: <U+300C><U+79C1><U+306F><U+6D41><U+884C><U+306F><U+8FFD><U+308F><U+306A><U+3044><U+306E><U+3002><U+3067><U+3082><U+3001>30<U+5E74><U+5F8C><U+306E><U+81EA><U+5206><U+304C><U+904E><U+53BB><U+3092><U+632F><U+308A><U+8FD4><U+3063><U+3066><U+3082><U+6065><U+305A><U+304B><U+3057><U+304F><U+306A><U+3044><U+670D><U+3092><U+7740><U+3088><U+3046><U+3068><U+9811><U+5F35><U+3063><U+3066><U+308B><U+308F><U+3002><U+300D><U+30C6><U+30A4><U+30E9><U+30FC> <U+30B9><U+30A6><U+30A3><U+30D5><U+30C8> #TaylorSwift https://t.co/eA9wJG1iOf,FALSE,0,NA,2017/12/18 12:18,FALSE,NA,9.42731E+17,NA,Twitter for iPhone,tkdayk1,48,TRUE,FALSE,NA,NA
RT @HuguesLassalle: #TaylorSwift launches her own social network app. Does starification go too far? <ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>You be the judge or the kids will #m<U+2026>,FALSE,0,NA,2017/12/18 12:16,FALSE,NA,9.4273E+17,NA,social_bot_789,Social4ub,1,TRUE,FALSE,NA,NA
"<U+30C6><U+30A4><U+30E9><U+30FC><U+30FB><U+30B9><U+30A6><U+30A3><U+30D5><U+30C8><U+2661>
<U+3061><U+3087><U+3063><U+3068><U+304A><U+8179><U+3092><U+3060><U+3057><U+3066><U+30B0><U+30C3><U+30C9><U+30AC><U+30FC><U+30EB><U+306A><U+590F><U+30B9><U+30BF><U+30A4><U+30EB>

#Taylor<U+597D><U+304D><U+306A><U+4EBA>RT
#swifty
#TaylorSwift<U+3000>
#<U+30C6><U+30A4><U+30E9><U+30FC><U+30B9><U+30A6><U+30A3><U+30D5><U+30C8>
https://t.co/RycqZjmULA",FALSE,0,NA,2017/12/18 12:15,FALSE,NA,9.4273E+17,NA,twittbot.net,loove_taay,0,FALSE,FALSE,NA,NA
TAYLOR SWIFT *SPOOF* 22 <U+2013> The Best #TaylorSwift songs and videos https://t.co/KwOR3dAYx4,FALSE,0,NA,2017/12/18 12:13,FALSE,NA,9.4273E+17,NA,WordPress.com,BobbyMcIntyre2,0,FALSE,FALSE,NA,NA
RT @TaylorSPolls: Which red carpet look? Vote below! #TaylorSwiftNOW #TaylorSwift #Swifties #redcarpet #Fearless #Red #reputation #TheSwift<U+2026>,FALSE,0,NA,2017/12/18 12:13,FALSE,NA,9.4273E+17,NA,Twitter Lite,FanGirlYaRa,3,TRUE,FALSE,NA,NA
TAYLOR SWIFT *SPOOF* 22 <U+2013> The Best #TaylorSwift songs and videos https://t.co/9Wl8Nl2SUt,FALSE,0,NA,2017/12/18 12:13,FALSE,NA,9.4273E+17,NA,WordPress.com,livemusicnation,0,FALSE,FALSE,NA,NA
"Taylor Swift : Le trailer de sa tourn<U+00E9>e mondiale ""Reputation Stadium ... - Virgin Radio https://t.co/LKZmvO2Cgf #people #star #TaylorSwift",FALSE,0,NA,2017/12/18 12:12,FALSE,NA,9.42729E+17,NA,IFTTT,actu24_People,0,FALSE,FALSE,NA,NA
RT @TaylorSPolls: Which red carpet look? Vote below! #TaylorSwiftNOW #TaylorSwift #Swifties #redcarpet #Fearless #Red #reputation #TheSwift<U+2026>,FALSE,0,NA,2017/12/18 12:11,FALSE,NA,9.42729E+17,NA,Twitter for Android,AxelSwift1989,3,TRUE,FALSE,NA,NA
<U+300C><U+6C38><U+9060><U+306B><U+7D9A><U+304B><U+306A><U+3044><U+306E><U+306B><U+3001><U+3069><U+3046><U+3057><U+3066><U+604B><U+306B><U+60A9><U+307E><U+306A><U+304F><U+3061><U+3083><U+3044><U+3051><U+306A><U+3044><U+306E><U+304B><U+3057><U+3089><U+3002><U+300D><U+30C6><U+30A4><U+30E9><U+30FC> <U+30B9><U+30A6><U+30A3><U+30D5><U+30C8> #TaylorSwift https://t.co/hJaeCDBGVZ,FALSE,0,NA,2017/12/18 12:11,FALSE,NA,9.42729E+17,NA,twittbot.net,celebrities_6,0,FALSE,FALSE,NA,NA
"#TaylorSwift #EdSheeran #Future #OnRepeat 
<ed><U+00A0><U+00BD><ed><U+00B4><U+008A><ed><U+00A0><U+00BC><ed><U+00BE><U+00B5><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6> <U+2014> listening to End Game - Taylor Swift feat. Ed Sheeran &amp; Future",FALSE,0,NA,2017/12/18 12:11,FALSE,NA,9.42729E+17,NA,Facebook,sbitla20,0,FALSE,FALSE,NA,NA
"<U+2018>Ocean blue eyes, lookin in mine, i feel like i might, sink and drown and die<U+2019> <ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BD><ed><U+00B2><U+009A> #taytay #TaylorSwift",FALSE,1,NA,2017/12/18 12:09,FALSE,NA,9.42729E+17,NA,Twitter for iPhone,CharlottieRosee,0,FALSE,FALSE,NA,NA
How brands can do a Taylor Swift and reinvent themselves https://t.co/19yyLUYSFI #PR #Industry #TaylorSwift https://t.co/fDOSiT7HmJ,FALSE,0,NA,2017/12/18 12:05,FALSE,NA,9.42727E+17,NA,Twitter Web Client,bcm_pr,0,FALSE,FALSE,NA,NA
RT @idoublee13: <U+0E08><U+0E30><U+0E1A><U+0E2D><U+0E01><U+0E27><U+0E48><U+0E32> #TaylorSwift <U+0E2A><U+0E15><U+0E23><U+0E2D><U+0E07><U+0E08><U+0E30><U+0E14><U+0E48><U+0E32><U+0E44><U+0E07><U+0E01><U+0E47><U+0E44><U+0E14><U+0E49> <U+0E04><U+0E34><U+0E14><U+0E27><U+0E48><U+0E32><U+0E44><U+0E21><U+0E48><U+0E40><U+0E2A><U+0E35><U+0E22><U+0E43><U+0E08><U+0E2B><U+0E23><U+0E2D> <U+0E15><U+0E2D><U+0E19><U+0E42><U+0E14><U+0E19><U+0E2A><U+0E37><U+0E48><U+0E2D><U+0E40><U+0E25><U+0E48><U+0E19><U+0E02><U+0E48><U+0E32><U+0E27><U+0E40><U+0E23><U+0E37><U+0E48><U+0E2D><U+0E07><U+0E2D><U+0E49><U+0E27><U+0E19> <U+0E17><U+0E49><U+0E2D><U+0E07><U+0E2B><U+0E23><U+0E2D> <U+0E22><U+0E31><U+0E07><U+0E04><U+0E38><U+0E22><U+0E01><U+0E31><U+0E1A><U+0E41><U+0E1F><U+0E19><U+0E46><U+0E43><U+0E19><U+0E40><U+0E0B><U+0E2A><U+0E0A><U+0E31><U+0E48><U+0E19><U+0E40><U+0E23><U+0E37><U+0E48><U+0E2D><U+2026>,FALSE,0,NA,2017/12/18 12:05,FALSE,NA,9.42727E+17,NA,Twitter for iPhone,FNKfrance,395,TRUE,FALSE,NA,NA
RT @NMEJAPAN: <U+30C6><U+30A4><U+30E9><U+30FC><U+30FB><U+30B9><U+30A6><U+30A3><U+30D5><U+30C8><U+3001><U+30C6><U+30E9><U+30B9><U+30CF><U+30A6><U+30B9><U+65B0><U+30B7><U+30FC><U+30BA><U+30F3><U+306E><U+30C6><U+30FC><U+30DE><U+66F2><U+306B><U+201C>...Ready for It?<U+201D><U+304C><U+6C7A><U+5B9A> | NME Japan https://t.co/N7Mvioe0h3 #TaylorSwift,FALSE,0,NA,2017/12/18 12:04,FALSE,NA,9.42727E+17,NA,Twitter for iPhone,seina67655396,15,TRUE,FALSE,NA,NA
#TaylorSwift launches her own social network app. Does starification go too far? <ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>You be the judge or the kids wil<U+2026> https://t.co/tg3zNXEFDH,FALSE,0,NA,2017/12/18 12:02,TRUE,NA,9.42727E+17,NA,Buffer,HuguesLassalle,1,FALSE,FALSE,NA,NA
Taylor Swift has just launched her very OWN social network #taylorswift https://t.co/PLGL4QzH8k,FALSE,0,NA,2017/12/18 12:00,FALSE,NA,9.42726E+17,NA, The Unstoppable,taylormaid4me,0,FALSE,FALSE,NA,NA
Kim Kardashian Posts a NUDE Photo of Taylor Swift on Instagram! https://t.co/jJpfFNXPbP #kanyewest #kimkardashian #taylorswift,FALSE,0,NA,2017/12/18 11:59,FALSE,NA,9.42726E+17,NA,Tweet Old Post,AaronRFernandes,0,FALSE,FALSE,NA,NA
RT @PlayerFM: #TaylorSwift's reputation album broke the 1M sales mark in the U.S. in its first week and she has a world tour kicking off in<U+2026>,FALSE,0,NA,2017/12/18 11:55,FALSE,NA,9.42725E+17,NA,Twitter for Android,muchswifts,13,TRUE,FALSE,NA,NA
"D<U+00FC>nyan<U+0131>n zirvesindeki alb<U+00FC>m '#reputation'
#TaylorSwift'in d<U+00FC>nya listelerinin zirvesindeki alb<U+00FC>m<U+00FC> Spotify'da:<U+2026> https://t.co/9M3RoPFroL",FALSE,0,NA,2017/12/18 11:54,TRUE,NA,9.42725E+17,NA,Twitter Web Client,emimusicturkey,0,FALSE,FALSE,NA,NA
"RT @aussieswiftie13: I just love this app. It's amazing. Never stop using it.
#TheSwiftLife #reputation #swifties #taylorswift @taylornatio<U+2026>",FALSE,0,NA,2017/12/18 11:53,FALSE,NA,9.42725E+17,NA,Twitter for Android,ThatlorSwift,8,TRUE,FALSE,NA,NA
RT @GaeGiiezZ: <U+0E08><U+0E32><U+0E01><U+0E01><U+0E23><U+0E13><U+0E35> #TaylorSwift <U+0E17><U+0E35><U+0E48><U+0E2D><U+0E49><U+0E27><U+0E19><U+0E02><U+0E36><U+0E49><U+0E19><U+0E19><U+0E31><U+0E49><U+0E19> <U+0E17><U+0E33><U+0E43><U+0E2B><U+0E49><U+0E40><U+0E2B><U+0E47><U+0E19><U+0E27><U+0E48><U+0E32><U+0E19><U+0E49><U+0E33><U+0E2B><U+0E19><U+0E31><U+0E01><U+0E44><U+0E21><U+0E48><U+0E04><U+0E48><U+0E2D><U+0E22><U+0E2B><U+0E19><U+0E31><U+0E01><U+0E17><U+0E35><U+0E48><U+0E15><U+0E31><U+0E27><U+0E40><U+0E08><U+0E49><U+0E32><U+0E02><U+0E2D><U+0E07><U+0E23><U+0E48><U+0E32><U+0E07><U+0E2B><U+0E23><U+0E2D><U+0E01> <U+0E0A><U+0E2D><U+0E1A><U+0E44><U+0E1B><U+0E2B><U+0E19><U+0E31><U+0E01><U+0E2B><U+0E31><U+0E27><U+0E04><U+0E19><U+0E2D><U+0E37><U+0E48><U+0E19>,FALSE,0,NA,2017/12/18 11:51,FALSE,NA,9.42724E+17,NA,Twitter for iPhone,ae_kojung,517,TRUE,FALSE,NA,NA
"RT @adnzafar: TAYLOR SWIFT #REPUTATION STADIUM #UKTOUR in #wembleystadium #London on 22nd June

{https://t.co/PAaab9GApf}

#TaylorSwift #En<U+2026>",FALSE,0,NA,2017/12/18 11:51,FALSE,NA,9.42724E+17,NA,Twitter Web Client,SocialLondonUK,3,TRUE,FALSE,NA,NA
"RT @swiftwylor: escutar reputation <U+00E9> voc<U+00EA> se viciar em uma m<U+00FA>sica, parar, e depois se viciar em outra 

#TaylorSwift #reputation",FALSE,0,NA,2017/12/18 11:51,FALSE,NA,9.42724E+17,NA,Twitter for iPad,swiftwylor,2,TRUE,FALSE,NA,NA
#TaylorSwift team is responding to reports of low ticket sales for her #ReputationTour after months of pregnancy ru<U+2026> https://t.co/5f0Qd0dRv4,FALSE,0,NA,2017/12/18 11:51,TRUE,NA,9.42724E+17,NA,SocialFlow,IQShowbiz,0,FALSE,FALSE,NA,NA
"RT @CosmopolitanTR: Taylor<U+2019>dan hayranlar<U+0131>na s<U+00FC>rpriz #TaylorSwift 
https://t.co/YTe0T8BU8L https://t.co/gNzElM0fY3",FALSE,0,NA,2017/12/18 11:50,FALSE,NA,9.42724E+17,NA,Twitter for iPhone,amybunnell13,2,TRUE,FALSE,NA,NA
"I hate Taylor Swift, but this article is trash. You<U+2019>re going to shit on her for being white, straight, and successf<U+2026> https://t.co/jYa0oyfTw9",FALSE,0,NA,2017/12/18 11:50,TRUE,NA,9.42724E+17,NA,Twitter for iPhone,gregdeichler,0,FALSE,FALSE,NA,NA
RT @NMEJAPAN: <U+30C6><U+30A4><U+30E9><U+30FC><U+30FB><U+30B9><U+30A6><U+30A3><U+30D5><U+30C8><U+3001><U+30C6><U+30E9><U+30B9><U+30CF><U+30A6><U+30B9><U+65B0><U+30B7><U+30FC><U+30BA><U+30F3><U+306E><U+30C6><U+30FC><U+30DE><U+66F2><U+306B><U+201C>...Ready for It?<U+201D><U+304C><U+6C7A><U+5B9A> | NME Japan https://t.co/N7Mvioe0h3 #TaylorSwift,FALSE,0,NA,2017/12/18 11:50,FALSE,NA,9.42724E+17,NA,Twitter for iPhone,taylorayano_13,15,TRUE,FALSE,NA,NA
"<U+30B8><U+30E0><U+5E30><U+308A><U+306A><U+306E><U+306B><U+3001>Tay<U+306E><U+79C1><U+670D><U+304C><U+5B8C><U+74A7><U+3067><U+7F8E><U+3057><U+3059><U+304E><U+308B><U+3068><U+8A71><U+984C><U+FF01>
<U+30C6><U+30A4><U+30E9><U+30FC><U+597D><U+304D><U+306A><U+4EBA><U+306F><U+FF32><U+FF34><U+FF01>
<U+30AA><U+30B7><U+30E3><U+30EC><U+3060><U+3068><U+601D><U+3063><U+305F><U+3089><U+FF32><U+FF34><U+FF01>

#Swifties
#TaylorSwift 
#<U+30C6><U+30A4><U+30E9><U+30FC><U+30B9><U+30A4><U+30D5><U+30C8>
https://t.co/oFfuInUVzr",FALSE,0,NA,2017/12/18 11:45,FALSE,NA,9.42722E+17,NA,twittbot.net,loove_taay,0,FALSE,FALSE,NA,NA
I'm going to NYC in 2 weeks!!! It would be my biggest dream come true if I ran into @taylorswift13 #swifties<U+2026> https://t.co/uG7ohowOnl,FALSE,1,NA,2017/12/18 11:42,TRUE,NA,9.42722E+17,NA,Twitter for Android,DannaEder,1,FALSE,FALSE,NA,NA
"RT @feelflawlessuk: Follow us, RT, &amp; comment for your chance to #win a 5ml Wonderstruck By #TaylorSwift Eau De Parfum! #giveaway #beauty #f<U+2026>",FALSE,0,NA,2017/12/18 11:42,FALSE,NA,9.42722E+17,NA,Twitter Web Client,BethPSlamin,529,TRUE,FALSE,NA,NA
#TaylorSwift #MileyCyrus #FifthHarmony #LadyGaGa #KylieJenner #KatyPerry  #ArianaGrande #Rihanna #KimKardashian https://t.co/Anl4m4cNXW,FALSE,1,NA,2017/12/18 11:40,FALSE,NA,9.42721E+17,NA,Hootsuite,dreamgirls,0,FALSE,FALSE,NA,NA
RT @NMEJAPAN: <U+30C6><U+30A4><U+30E9><U+30FC><U+30FB><U+30B9><U+30A6><U+30A3><U+30D5><U+30C8><U+3001><U+30C6><U+30E9><U+30B9><U+30CF><U+30A6><U+30B9><U+65B0><U+30B7><U+30FC><U+30BA><U+30F3><U+306E><U+30C6><U+30FC><U+30DE><U+66F2><U+306B><U+201C>...Ready for It?<U+201D><U+304C><U+6C7A><U+5B9A> | NME Japan https://t.co/N7Mvioe0h3 #TaylorSwift,FALSE,0,NA,2017/12/18 11:39,FALSE,NA,9.42721E+17,NA,Twitter for iPhone,sW9IjT5gdVHTkql,15,TRUE,FALSE,NA,NA
"RT @GaryHwang3: Big reputation big reputation.
You and me. We got big reputation.#TaylorSwift #reputation https://t.co/YcxEiw7oVN",FALSE,0,NA,2017/12/18 11:39,FALSE,NA,9.42721E+17,NA,xvlog application,xvlOG,1,TRUE,FALSE,NA,NA
"RT @CosmopolitanTR: Taylor<U+2019>dan hayranlar<U+0131>na s<U+00FC>rpriz #TaylorSwift 
https://t.co/YTe0T8BU8L https://t.co/gNzElM0fY3",FALSE,0,NA,2017/12/18 11:39,FALSE,NA,9.42721E+17,NA,xvlog application,xvlOG,2,TRUE,FALSE,NA,NA
"Finally an app ""The Swift Life"" appeared in the Ukrainian App Store.<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BD><ed><U+00B8><U+008B> Oh yeah, I have the same Android... <ed><U+00A0><U+00BD><ed><U+00B8><U+0090><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><U+2026> https://t.co/aYQfT8gvPc",FALSE,0,NA,2017/12/18 11:36,TRUE,NA,9.4272E+17,NA,Twitter Web Client,Bibliophile_16,1,FALSE,FALSE,NA,NA
"RT @yougaku123: Taylor Swift<ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><U+3068><U+3044><U+3046><U+3053><U+3068><U+3067>

Taylor Swift - We Are Never Ever Getting Back Together

#<U+6D0B><U+697D><U+597D><U+304D><U+306A><U+4EBA>RT 
#<U+6D0B><U+697D><U+597D><U+304D><U+3068><U+7E4B><U+304C><U+308A><U+305F><U+3044> 
#TaylorSwift
#<U+30C6><U+30A4><U+30E9><U+30FC><U+30B9><U+30A6><U+2026>",FALSE,0,NA,2017/12/18 11:35,FALSE,NA,9.4272E+17,NA,Twitter for Android,LoveSuift,6,TRUE,FALSE,NA,NA
"RT @barks_news: <U+300E><U+30C6><U+30E9><U+30B9><U+30CF><U+30A6><U+30B9><U+300F><U+8EFD><U+4E95><U+6CA2><U+7DE8><U+3001>OP<U+66F2><U+306F><U+30C6><U+30A4><U+30E9><U+30FC><U+30FB><U+30B9><U+30A6><U+30A3><U+30D5><U+30C8><U+300C>...Ready For It?<U+300D>

https://t.co/rfIaJF6MAp
#TaylorSwift #TERRACEHOUSE #<U+30C6><U+30E9><U+30B9><U+30CF><U+30A6><U+30B9>",FALSE,0,NA,2017/12/18 11:34,FALSE,NA,9.4272E+17,NA,Twitter for iPhone,Rio79455738,18,TRUE,FALSE,NA,NA
RT @idoublee13: <U+0E08><U+0E30><U+0E1A><U+0E2D><U+0E01><U+0E27><U+0E48><U+0E32> #TaylorSwift <U+0E2A><U+0E15><U+0E23><U+0E2D><U+0E07><U+0E08><U+0E30><U+0E14><U+0E48><U+0E32><U+0E44><U+0E07><U+0E01><U+0E47><U+0E44><U+0E14><U+0E49> <U+0E04><U+0E34><U+0E14><U+0E27><U+0E48><U+0E32><U+0E44><U+0E21><U+0E48><U+0E40><U+0E2A><U+0E35><U+0E22><U+0E43><U+0E08><U+0E2B><U+0E23><U+0E2D> <U+0E15><U+0E2D><U+0E19><U+0E42><U+0E14><U+0E19><U+0E2A><U+0E37><U+0E48><U+0E2D><U+0E40><U+0E25><U+0E48><U+0E19><U+0E02><U+0E48><U+0E32><U+0E27><U+0E40><U+0E23><U+0E37><U+0E48><U+0E2D><U+0E07><U+0E2D><U+0E49><U+0E27><U+0E19> <U+0E17><U+0E49><U+0E2D><U+0E07><U+0E2B><U+0E23><U+0E2D> <U+0E22><U+0E31><U+0E07><U+0E04><U+0E38><U+0E22><U+0E01><U+0E31><U+0E1A><U+0E41><U+0E1F><U+0E19><U+0E46><U+0E43><U+0E19><U+0E40><U+0E0B><U+0E2A><U+0E0A><U+0E31><U+0E48><U+0E19><U+0E40><U+0E23><U+0E37><U+0E48><U+0E2D><U+2026>,FALSE,0,NA,2017/12/18 11:32,FALSE,NA,9.42719E+17,NA,Twitter for Android,NoppasornP,395,TRUE,FALSE,NA,NA
RT @tonkla1743: <U+0E23><U+0E39><U+0E1B><U+0E19><U+0E35><U+0E49><U+0E22><U+0E31><U+0E07><U+0E44><U+0E07><U+0E01><U+0E47><U+0E21><U+0E38><U+0E21><U+0E01><U+0E25><U+0E49><U+0E2D><U+0E07><U+0E40><U+0E2B><U+0E35><U+0E49><U+0E22><U+0E40><U+0E01><U+0E34><U+0E19><U+0E2D><U+0E48><U+0E30>  <U+0E04><U+0E37><U+0E2D><U+0E15><U+0E31><U+0E27><U+0E08><U+0E23><U+0E34><U+0E07><U+0E43><U+0E19><U+0E27><U+0E35><U+0E14><U+0E35><U+0E42><U+0E2D><U+0E41><U+0E21><U+0E48><U+0E07><U+0E44><U+0E21><U+0E48><U+0E44><U+0E14><U+0E49><U+0E02><U+0E19><U+0E32><U+0E14><U+0E19><U+0E35><U+0E49><U+0E40><U+0E25><U+0E22><U+0E22><U+0E22><U+0E22> <U+0E40><U+0E01><U+0E34><U+0E19><U+0E40><U+0E2B><U+0E15><U+0E38><U+0E21><U+0E32><U+0E01><U+0E01><U+0E01><U+0E01><U+0E01> <U+0E27><U+0E07><U+0E27><U+0E32><U+0E23><U+0E40><U+0E17><U+0E22><U+0E4C><U+0E40><U+0E17><U+0E22><U+0E4C> #TaylorSwift htt<U+2026>,FALSE,0,NA,2017/12/18 11:32,FALSE,NA,9.42719E+17,NA,Twitter for Android,NoppasornP,248,TRUE,FALSE,NA,NA
"Taylor<U+2019>dan hayranlar<U+0131>na s<U+00FC>rpriz #TaylorSwift 
https://t.co/YTe0T8BU8L https://t.co/gNzElM0fY3",FALSE,1,NA,2017/12/18 11:21,FALSE,NA,9.42716E+17,NA,Twitter Web Client,CosmopolitanTR,2,FALSE,FALSE,NA,NA
"Big reputation big reputation.
You and me. We got big reputation.#TaylorSwift #reputation https://t.co/YcxEiw7oVN",FALSE,3,NA,2017/12/18 11:17,FALSE,NA,9.42716E+17,NA,Twitter for Android,GaryHwang3,1,FALSE,FALSE,NA,NA
RT @B96Chicago: Spotted: flowers for @taylorswift13! #JingleBash #TaylorSwift #Swifties https://t.co/5owyB9qwH3,FALSE,0,NA,2017/12/18 11:17,FALSE,NA,9.42715E+17,NA,Twitter for Android,JONEL43369795,564,TRUE,FALSE,NA,NA
